dna_bright_spots_intensity_mean,dna_bright_spots_number,dna_bright_spots_number_used,dna_bright_spots_xy_cross_sec_area_mean,dna_bright_spots_xy_cross_sec_area_std,dna_intensity_entropy,dna_intensity_max,dna_intensity_mean,dna_intensity_median,dna_intensity_mode,dna_intensity_std,dna_intensity_sum,dna_io_intensity_inner_mean,dna_io_intensity_inner_slice_mean,dna_io_intensity_inner_volume,dna_io_intensity_mid_mean,dna_io_intensity_mid_slice_mean,dna_io_intensity_mid_volume,dna_io_intensity_outer_mean,dna_io_intensity_outer_slice_mean,dna_io_intensity_outer_volume,dna_position_highest_z,dna_position_lowest_z,dna_position_x_centroid,dna_position_y_centroid,dna_position_z_centroid,dna_roundness_roughness,dna_roundness_roughness_xy,dna_roundness_roughness_xz,dna_roundness_roughness_yz,dna_roundness_sphericity,dna_shape_1st_axis_length,dna_shape_1st_axis_x,dna_shape_1st_axis_y,dna_shape_1st_axis_z,dna_shape_1st_eigenvalue,dna_shape_2nd_axis_length,dna_shape_2nd_axis_x,dna_shape_2nd_axis_y,dna_shape_2nd_axis_z,dna_shape_2nd_eigenvalue,dna_shape_3rd_axis_length,dna_shape_3rd_axis_x,dna_shape_3rd_axis_y,dna_shape_3rd_axis_z,dna_shape_3rd_eigenvalue,dna_shape_equator_eccentricity,dna_shape_meridional_eccentricity,dna_surface_area,dna_texture_distance_used,dna_texture_haralick_ang2nd_moment,dna_texture_haralick_contrast,dna_texture_haralick_corr,dna_texture_haralick_diff_entropy,dna_texture_haralick_diff_var,dna_texture_haralick_entropy,dna_texture_haralick_info_corr1,dna_texture_haralick_info_corr2,dna_texture_haralick_inv_diff_moment,dna_texture_haralick_sum_entropy,dna_texture_haralick_sum_mean,dna_texture_haralick_sum_var,dna_texture_haralick_variance,dna_volume,cell_id
797.2970673439942,6,6,122.0,88.00757543151234,6.104652100644914,911,586.2742203697516,623.0,683,159.8922478379951,300025246,675.0491251633248,697.8544565626175,136997,666.7281024628184,688.7946848541862,100251,511.0565845764368,643.8162261831592,124822,41,0,71.5012281411395,85.21762817318647,17.345137948486464,17.827126054473045,11.196447775724018,15.56396383876674,21.32264941169234,0.8429213720517938,176.37096920099629,0.44706439929693076,-0.8942635076159368,0.020644656153974268,95.21043908624804,113.97087407607073,-0.8905963743146733,-0.44714826454230644,-0.08304533445270718,780.87225249538,41.576063186334046,-0.08349563425013876,-0.018740556641809625,0.9963319078489467,1819.1696208178805,0.9925389088871336,0.9986294639589736,54576,"[1, 4, 7, 10, 13, 16]","[0.00022754081832190967, 0.00012969617632158353, 0.00011053649636738238, 0.00010254125498727363, 9.780458016376555e-05, 9.495192567642071e-05]","[437.7800490797066, 1255.2416796219347, 2059.846963514336, 2706.521203626151, 3157.778266396272, 3459.520214215248]","[0.833585277110733, 0.5121780297628067, 0.24529040754702464, 0.07657265092722762, -0.014201549292769823, -0.06288839741458435]","[5.069453571504292, 5.990640590186519, 6.375379050762761, 6.574194283588873, 6.686756567489526, 6.754504518856458]","[0.0001471633566647148, 6.868300213451612e-05, 4.895474287861368e-05, 4.057950355353146e-05, 3.6157856555464286e-05, 3.361635564984146e-05]","[12.663376713725357, 13.444125985841442, 13.679156191068891, 13.778509192647487, 13.837009764477365, 13.87616691605486]","[-0.19862033839133325, -0.07192979905005574, -0.04105652767227115, -0.03665496190261165, -0.038790629710108715, -0.04118945737345016]","[0.9638752484850185, 0.7444869408942763, 0.5622816468636777, 0.5696498320846263, 0.619709834402997, 0.6512204223418033]","[0.09665069066090608, 0.049609452175729145, 0.03883739442190231, 0.034047019787113116, 0.03153367627055638, 0.030085783171739176]","[8.002960507890723, 7.851992444992557, 7.725651129048912, 7.639678207675822, 7.597591633337784, 7.58299307536406]","[309.6459194032642, 315.24757651703294, 317.1808789025442, 315.9775574041851, 312.27922764146297, 306.5991042554423]","[5074.977649269688, 4116.101740514477, 3526.3029018097072, 3171.2882998588634, 2993.532954215464, 2909.057428505431]","[1378.189424587352, 1342.8358550341059, 1396.5374663310176, 1469.4523758712542, 1537.827805152935, 1592.144410680168]",511749,20181107_R04-Scene-01-P51-B04_seg_0_cid_1
937.4349487287541,3,3,58.333333333333336,39.684869772860395,5.99830898529496,1248,611.1801242103897,645.0,685,145.31953396560098,574618718,682.3709323807707,676.9756748953371,382687,665.7108556346351,676.4537313432836,152308,525.6200713711903,601.9027568922306,182987,60,0,84.79334360797253,83.46443390035301,29.04971819196132,16.609306761974764,2.916505991151395,21.132061889766533,19.172625773157904,0.8780041501215721,171.2858921984961,0.9855500462428165,0.1651822447876152,-0.03749576453023214,203.51249967385806,161.06650903098563,0.16773351261723615,-0.98256347995786,0.0802151893233652,1305.5512512961016,64.49160103132087,0.023591843842008377,0.08534537983994336,0.9960720812491987,1731.1279482069795,0.9877756164551266,0.9930657064158208,79008,"[1, 4, 7, 10, 13, 16]","[0.0005592964663124912, 0.00034524608064565477, 0.000301302444598094, 0.0002826354339052055, 0.00027072601181355724, 0.0002612293926921354]","[174.8540766884435, 444.53192330473615, 654.8730700120329, 804.6029754191313, 905.9087905770588, 976.6527247830066]","[0.8282152067615081, 0.5441523252739876, 0.3383669173577678, 0.21158179807347072, 0.14113259009861437, 0.1021541849075882]","[4.4446841252562805, 5.251575219608341, 5.56591725035511, 5.722723949267485, 5.815113653072355, 5.8767905084414025]","[0.0002305232209896304, 0.00012231225332710776, 9.48323765177826e-05, 8.328275236642276e-05, 7.690768525244752e-05, 7.271742779087805e-05]","[11.455491639995133, 12.146462909146967, 12.353365470158861, 12.44326515163494, 12.499230280727318, 12.543622779449464]","[-0.19818319156208458, -0.07044854428180237, -0.03366166253430687, -0.02186032148975479, -0.01721121204915811, -0.014680566326129525]","[0.9531530032924463, 0.7375575225999076, 0.5171814759176347, 0.4059329135262835, 0.37241250441130946, 0.36181785305608816]","[0.1413731252059123, 0.08161473701123279, 0.06676677096789065, 0.060282267938525966, 0.05640814429941258, 0.05372263175291581]","[7.329468947416789, 7.17983009607415, 7.080323425448814, 7.024307295752046, 6.9978833951771975, 6.991195797438416]","[217.30796806652367, 220.2057378357273, 221.45155856087962, 221.5566903963739, 220.9345561252781, 219.93666838360662]","[1930.6524958080336, 1559.4982856131173, 1356.5875695273, 1247.9898154921875, 1198.848083534502, 1182.2979458373889]","[526.3766431241194, 501.0075522294627, 502.86515988483063, 513.148197727832, 526.1892185278921, 539.7376676551014]",940179,20181107_R04-Scene-01-P51-B04_seg_0_cid_2
587.1245674740485,1,1,289.0,0.0,5.7125182111996065,668,434.84833134684146,455.0,416,119.12353131367027,410077631,519.3650919630095,533.3563704748472,253254,475.1214761825257,486.3389490573606,155726,397.39782247897483,402.8454054054054,250652,76,0,140.7418051908941,80.83517490318503,29.373438553777376,25.17036356612019,21.821815747296807,24.96814571916468,12.076723568067894,0.6164193783419247,249.33881050687003,0.9536904396781044,0.29655660238921044,0.050286447935321804,363.5762753320885,157.2081162612053,0.2969934898398314,-0.9548786481969141,-0.001278362386762193,850.4630395525512,80.45466413142961,-0.04763834862106424,-0.016153909650659447,0.9987340181167638,2717.9766037239406,0.904013498969207,0.9910127753511778,112878,"[1, 4, 7, 10, 13, 16]","[0.0005893900871756957, 0.00041100117305106033, 0.0003401700162726018, 0.00029449950097300975, 0.00026126688969160014, 0.00023840771463612962]","[528.1214881991167, 1245.7177894913864, 1668.3258162251525, 2003.2435767467446, 2308.2224584256483, 2568.9287508918956]","[0.8046320556690156, 0.5500231609823175, 0.43590726054180295, 0.35663952982485964, 0.2914006873876207, 0.235077790257711]","[4.646637091599867, 5.370779773802193, 5.729528703524265, 5.95927649454604, 6.1194465526223745, 6.2375003163969485]","[0.00023225213276627536, 0.0001461797816474423, 0.00011135558832932954, 9.248704584499327e-05, 8.041083544094238e-05, 7.19629891170033e-05]","[11.735203777701072, 12.3184324005957, 12.615756450809139, 12.80928368605575, 12.951423878371973, 13.044577294634037]","[-0.26422365597494524, -0.16517697985997717, -0.12875887951143272, -0.10715978850620776, -0.09222098925096689, -0.0808774547477367]","[0.9832523114038852, 0.9361916819153387, 0.8925241212791938, 0.8527090236336752, 0.8152532825672434, 0.7788014629621683]","[0.16178843230961482, 0.1173226696648805, 0.09823199316109091, 0.08620145334714426, 0.07661674110185308, 0.06865965193641267]","[7.779068389306776, 7.75457572860859, 7.742906772911538, 7.723709004041525, 7.706869309625637, 7.681108067376633]","[334.1999551345233, 338.0388358148227, 339.32322566401575, 339.95238103342524, 339.90311461872045, 339.47612699459273]","[5146.3658070682, 4408.039614372727, 4244.366245552615, 4148.388183018644, 4074.7156275666157, 3979.6477476432888]","[1418.6218238168262, 1413.4393509660274, 1478.1730154444422, 1537.9079399413486, 1595.7345214980658, 1637.1441246337952]",943036,20181107_R04-Scene-02-P52-B04_seg_0_cid_1
545.6345381526104,1,1,249.0,0.0,5.126417947259418,626,449.51707551967377,477.0,476,101.72694143327698,582511647,493.7691797489986,492.68802845646974,423663,489.8666458693495,483.4271671134942,230799,418.66862718933584,434.9642230796212,292269,71,0,115.02268067331296,110.62914463819808,29.704913567118695,28.96587591370814,26.10515921635115,27.24450245374017,18.35661684363343,0.7275499061872938,269.021992557909,0.8099892502331759,0.5833794812889694,-0.05988151064986855,199.6115555005863,147.92834637576533,0.5841358567823552,-0.8116351513659518,-0.005803609937981448,1170.1453876865592,71.15245509545227,0.05198764591555104,0.03027807586657127,0.9981886208497758,4596.810640841192,0.985342623585363,0.9990567365431168,118498,"[1, 4, 7, 10, 13, 16]","[0.0007859125181987153, 0.0005636347755622247, 0.0005038737946398443, 0.00047528294871307554, 0.0004579076277817327, 0.00044451734289926336]","[523.9545471983209, 1239.9710413668724, 1571.6533473226661, 1839.6949675787441, 2066.1295722617124, 2276.113715896693]","[0.7453067994629359, 0.3612656402441168, 0.228656289106854, 0.14580348595712106, 0.093878395863703, 0.06120239470690943]","[4.670286592314748, 5.295377957448218, 5.557552583970587, 5.721654417515003, 5.834025660805135, 5.924933257439748]","[0.0002110540820742665, 0.00013713569505993255, 0.00011247547940651809, 9.930400925468877e-05, 9.123916092468089e-05, 8.551759276858777e-05]","[11.137881218270435, 11.600731517161062, 11.774839016915221, 11.8702781513465, 11.932574019869971, 11.985838344416145]","[-0.1645471532298264, -0.05919594348787363, -0.03068256305457791, -0.02099440819918525, -0.01761756611343498, -0.01638366154433337]","[0.9164488704563633, 0.6720528570187716, 0.46802948690634266, 0.37717675071212164, 0.36951299423664136, 0.3832286929274951]","[0.13727084118153512, 0.095232361699045, 0.08041549031346475, 0.07247364958435029, 0.06766320937829887, 0.06461566765376812]","[7.05956382632588, 6.975867790419323, 6.91502399775742, 6.884256170072358, 6.875770525755256, 6.885857283212478]","[365.7667771580294, 369.26099932145513, 369.93276793909365, 369.54990940696086, 368.45873487417254, 366.82078864287007]","[3923.4001513938397, 2902.2512065124533, 2643.266206004829, 2521.3610516290087, 2483.9098742373035, 2510.066559747298]","[1111.8386746480392, 1035.5555619698307, 1053.729888331871, 1090.264004801943, 1137.5098616247587, 1196.545068910998]",1295861,20181107_R04-Scene-03-P53-B04_seg_0_cid_1
543.6334405144695,1,1,311.0,0.0,5.197113965505213,615,452.65698978932636,482.0,491,105.12046172144832,248745427,498.1988524955437,498.43777030273907,179520,494.77029342919246,501.23270089285717,95696,421.42094272551924,474.35142658315937,125466,58,0,71.69531575566445,63.15271244333722,27.08971235052946,12.798036772374706,4.410805080771086,16.198728174973272,13.26113951671676,0.9028936260001117,146.43951407592618,0.875595454967538,0.473554722713064,-0.0952812879653875,156.44714935752444,120.87084314444282,0.4610289593409442,-0.8781405210366506,-0.12775571988167814,772.569010045955,54.38920859004897,0.14416968436254426,-0.0679348946391554,0.9872182900459102,1214.026334268447,0.9792817474829776,0.9916619698173756,53856,"[1, 4, 7, 10, 13, 16]","[0.0005446470574024542, 0.0004018685384310851, 0.00036810959662231615, 0.00035048757593367875, 0.00033711261609216847, 0.00032503799051290284]","[578.6759929350347, 1179.163963762832, 1496.872306350827, 1742.627966029761, 1950.409747143704, 2154.581757122551]","[0.6970300957852602, 0.35942875128643775, 0.2193436685743136, 0.1357165238642744, 0.08394880050655816, 0.04681757227335244]","[4.859402017610102, 5.439822697420145, 5.679609868222462, 5.824510495777907, 5.9245892244186695, 6.010451019359585]","[0.00018086294422173103, 0.00011714931754644167, 9.73907769502564e-05, 8.696686733613762e-05, 8.032646275230795e-05, 7.524706635208509e-05]","[11.615034735592216, 12.031148792482496, 12.171809034068518, 12.248204342866995, 12.305719789356184, 12.361606723897937]","[-0.14357322014440188, -0.05187506095539323, -0.027657288330292337, -0.019936846271598144, -0.017599094871256122, -0.01718904101625244]","[0.8985644464920336, 0.6537964900463472, 0.47691431713901544, 0.41267195833551057, 0.4074976537772159, 0.41855962981295114]","[0.11690608585042872, 0.08045705367928149, 0.06898115250735365, 0.06276805712742482, 0.05899707654342728, 0.055906439409330495]","[7.203290881907747, 7.0740906473613245, 7.001453560979114, 6.966022604444548, 6.959720734350181, 6.968777640893635]","[366.1105283581351, 369.3966496750117, 370.1906811628174, 369.8425367006079, 368.7474731879725, 367.10351287171164]","[3542.4539849113407, 2690.7598336012475, 2431.475428177075, 2318.840149445325, 2289.6303939852314, 2307.6059998743876]","[1030.2824944615993, 967.4809493410229, 982.086933631975, 1015.3670288687734, 1060.0100352822353, 1115.546939249229]",549523,20181107_R04-Scene-03-P53-B04_seg_0_cid_2
464.8395061728395,1,1,162.0,0.0,4.62933228464403,558,400.8763555717051,430.0,432,91.91135124794081,63987483,437.1484428633839,437.21888185654007,32046,435.1547248550007,433.19797687861274,28276,399.56248930710007,419.17905405405406,46760,44,0,42.66449482830991,42.32771161327912,21.137652785695938,6.440521251230645,3.48253644069755,6.788786043676099,7.548518639794822,0.9077489967347631,92.24767493948889,0.64495036965158,0.7504433250602011,-0.14447780645787575,117.36061462518204,71.78618864007149,0.7641979888505013,-0.6348715662871128,0.1137520468255291,261.07258698038424,50.828495011191045,0.006360387027484163,0.18377407377738944,0.9829479311154397,433.0452902797724,0.8932639726515393,0.9625758749817064,23364,"[1, 4, 7, 10, 13, 16]","[0.0016400174781860642, 0.0013272012640450576, 0.0012555995130481908, 0.0012083345949560986, 0.0011676901271267263, 0.0011300991575132232]","[693.0191385676909, 1145.264036556465, 1309.6453573961817, 1446.5904522787864, 1586.1199241981578, 1749.2776717987117]","[0.513062799221803, 0.19228981467615244, 0.12607716343438727, 0.09525523989742499, 0.07667107387858346, 0.05281839371723583]","[4.54953440118679, 5.023899870144524, 5.193136174146052, 5.304698446504423, 5.392029224036756, 5.474184467415416]","[0.0002465151526601445, 0.00017853561093403243, 0.00015862583558933578, 0.0001474402755701525, 0.00013924450834804878, 0.00013347994098102727]","[10.306150886579385, 10.578763946703164, 10.66636383833778, 10.733527880627252, 10.795553125419875, 10.85649991490795]","[-0.11219550051775398, -0.037844260668931554, -0.026850612122255372, -0.024382915568558525, -0.024720769130526468, -0.026568572571613377]","[0.8083183634645609, 0.5511055960827637, 0.4808289814672666, 0.47106032482389176, 0.481503496643109, 0.5011047557774404]","[0.15727113354532876, 0.11988282938281838, 0.10902653996055746, 0.10289284400836377, 0.09961152078017786, 0.09715332791662365]","[6.4294662652212375, 6.326532988249526, 6.300439391472389, 6.314203143587175, 6.347405806455456, 6.392759950271037]","[359.0190171358226, 360.6780887213479, 360.4203438139168, 359.69640313677604, 358.5744402268434, 357.1755330331221]","[2367.481013120856, 1771.5162831843627, 1716.1985292360198, 1751.4538375319355, 1831.2262783898566, 1913.1120802183218]","[765.1250379221397, 729.1950799352039, 756.4609716580501, 799.5110724526793, 854.3365506470055, 915.5974380042549]",159619,20181107_R04-Scene-03-P53-B04_seg_0_cid_3
966.8996397243106,4,4,31.5,13.937359864766353,6.240888316473241,1178,624.6814145801575,654.0,709,163.40636608511804,299141189,737.5251807058156,749.1860428971091,169336,684.1061337962614,732.2474308300395,79494,525.1987482522138,567.0916666666667,105133,68,0,55.122089502370166,62.51733455843966,34.25020569256792,10.023438902813975,3.6934934834281345,10.926286217989881,12.328117884193013,0.9278229887521282,126.78367450155415,0.6817540317609213,-0.7257102849053475,0.09249877058819726,193.37069175171064,116.59942961570562,0.6938855629650591,0.6814985186937547,0.23255664799545328,674.9305203872824,65.42570919232944,0.23180652641026267,0.094362870880539,-0.9681742523496435,884.304331334929,0.9580788694770609,0.9757989027194446,47752,"[1, 4, 7, 10, 13, 16]","[0.00034613555898832326, 0.00018622643283297037, 0.00015366777558611615, 0.00014169581738285528, 0.00013533524297270827, 0.0001308549705077563]","[222.72921400566355, 648.8968728212609, 1041.2453765030527, 1391.9715553946573, 1672.3099565219502, 1889.7335016001232]","[0.8746684612636978, 0.6182638762163772, 0.39486096605528836, 0.21686684278158186, 0.09584735342240056, 0.01585296008901401]","[4.636834369418336, 5.5847273536571675, 5.968537480559347, 6.184021440577278, 6.314739880142943, 6.403043374491982]","[0.00020137388563158619, 9.315725150189847e-05, 6.575925658797757e-05, 5.382805053339107e-05, 4.755274780355911e-05, 4.345538545085853e-05]","[12.05617603544804, 12.909595751715838, 13.180600239856428, 13.294584060242348, 13.354004170631582, 13.39668246320255]","[-0.22587738004365782, -0.08573786992282072, -0.04324994790778981, -0.02832041173662975, -0.024602393593642177, -0.024432843278279697]","[0.9732582506214601, 0.8060057007277774, 0.6139783437570914, 0.5075500464912642, 0.49527553284387094, 0.5128311063982436]","[0.12665403351657895, 0.06404948595055918, 0.04802319987741121, 0.04124086259430076, 0.037123006162843336, 0.034279455569724136]","[7.780042976052234, 7.653906341260242, 7.549307911544305, 7.462688524935531, 7.404498990746372, 7.367862026863849]","[249.36447635421612, 254.05467654169058, 256.62053748366503, 257.66102721448937, 257.4141701970799, 256.1797874425334]","[3421.2685869097313, 2807.357798361935, 2431.1992600413096, 2166.2614727927203, 2001.9648514792907, 1902.7267209115128]","[910.999450228848, 864.0636677958012, 868.1111591360891, 889.5582570468425, 918.5687020003079, 948.1150556279085]",478870,20181107_R04-Scene-04-P62-B04_seg_0_cid_1
683.8323511242895,4,4,61.75,13.827056809024834,5.818232357958076,787,520.086159719872,557.0,583,138.41927155352386,235120031,599.3269167474671,599.9230633802817,112417,590.4146646528532,587.5800524934383,84748,470.762246953197,522.0293542074364,117172,58,0,55.02201827556688,73.68503292566122,28.315597495128063,14.245826167674954,9.197800450159443,12.544873355889465,17.316020308228943,0.8087261138889189,149.20268108596565,-0.3545179589883171,0.931435829326308,-0.08212376392963806,126.39231186354198,113.5757859409528,0.8973805789781452,0.36359897217457365,0.25000776769221067,657.6887816629725,55.35398837138209,-0.26272630859433643,-0.01493597271042452,0.9647547893074111,1314.2514105894838,0.9813603835315096,0.9953648681739915,52738,"[1, 4, 7, 10, 13, 16]","[0.0003657443205117161, 0.00022147901132779513, 0.00019239681050458338, 0.0001803416663658379, 0.00017214745083997103, 0.00016500596625295593]","[494.48845335698485, 1239.0790165604742, 1763.3288093994738, 2154.257116386641, 2449.386255585402, 2709.5031185413245]","[0.7762432480868088, 0.42173993202745486, 0.21313640472784962, 0.08855118946765243, 0.01985326523839074, -0.02252755490512763]","[4.960120155184224, 5.830140667427832, 6.162481652797898, 6.331723212513828, 6.436381333451262, 6.517968909063285]","[0.00016659080319633392, 8.28004674307203e-05, 6.129536288650268e-05, 5.23353976502805e-05, 4.74405408331262e-05, 4.389734713949058e-05]","[12.161686335964852, 12.85988903868445, 13.066350809244206, 13.158353954164982, 13.222496573367836, 13.281828208614058]","[-0.1831234443795228, -0.05615769721192317, -0.025908423482384944, -0.01910232134066603, -0.018371792622431878, -0.019340678456630542]","[0.9485835214687233, 0.6888132928555646, 0.49005341294212784, 0.4460473044350952, 0.4560520695706864, 0.4742411251137273]","[0.11029299711259494, 0.06107929192167339, 0.047916030411787595, 0.04254520876447976, 0.03943623538199364, 0.037331462316416826]","[7.6897056443755, 7.516280271911466, 7.4066312545877375, 7.3570014774996, 7.349321126934296, 7.361757815713967]","[332.9396211363667, 337.6604899935042, 339.05705638574295, 338.48881814649843, 336.62083866875304, 333.8497506116318]","[4148.969979952309, 3163.233822046449, 2751.488099209658, 2551.518799057085, 2490.05721556069, 2502.1388350051207]","[1160.864608327325, 1100.578209651729, 1128.7042271522828, 1176.4439788609327, 1234.8608677865207, 1302.9104883866141]",452079,20181107_R04-Scene-04-P62-B04_seg_0_cid_2
838.8599139984752,6,6,33.166666666666664,16.51682643716872,5.77527673836712,1164,559.55470446726,592.0,620,128.21853585998247,224923645,622.5250044855256,624.7252349963846,161631,601.6497307001796,628.2334754797441,61270,498.7420810616317,556.5247079964062,81987,71,0,47.186663648191775,57.74200498048357,37.96077309444261,5.69857541242383,5.316209077832869,4.938786441501518,7.482060090786878,0.9839283378981192,110.65456919355792,-0.2926828900511927,0.9514086068138397,-0.09569947101123505,271.08183786418664,95.26576184596108,0.878876783233977,0.22823291563967885,-0.4189096992323144,437.81954536584624,76.60415000289075,0.37671252403335137,0.20671574468133716,0.9029708052518983,646.7580197700672,0.7852621761675752,0.9079218431509909,40058,"[1, 4, 7, 10, 13, 16]","[0.0007287469570156368, 0.00048665449770589147, 0.00044327472392850033, 0.00042258428993372757, 0.00040775313810235167, 0.00039264992518167044]","[164.6504508031198, 411.84349663743444, 553.2027880378238, 660.5483224409246, 740.9922125190545, 807.9137279058369]","[0.8080804639269008, 0.49300444242408586, 0.31608581501321914, 0.20002950711517237, 0.13030622518921003, 0.08381400226381425]","[4.367273393836537, 5.1527219287255965, 5.423401272563286, 5.5640473525032155, 5.6512399602770635, 5.7148105605950485]","[0.000248747789327838, 0.00013666623925819124, 0.00010855608066946722, 9.630185888531e-05, 8.959701571899145e-05, 8.492586222303967e-05]","[11.140579010962675, 11.77326417833267, 11.922380938316534, 11.98627641319491, 12.02749370063649, 12.067954710167015]","[-0.19137842282956902, -0.06623879608104263, -0.032846643324272326, -0.021773143442907802, -0.01832849155415204, -0.01741988850312173]","[0.9438610765001858, 0.725703303041005, 0.5359065454386843, 0.43761261439197924, 0.41073127466494846, 0.4129424300165917]","[0.15163735960269598, 0.09199265420331641, 0.07582787776764709, 0.0685898947288602, 0.06517199108689614, 0.062388064226599066]","[7.120419111265827, 6.940442201483309, 6.8389045037830645, 6.7872689993846596, 6.765536745869491, 6.7633659344289425]","[215.05214686439894, 217.81606962750786, 218.98519600118382, 219.4753557147653, 219.4181966283134, 219.02954132747826]","[1594.425014446565, 1235.810218342688, 1079.6409573228134, 997.9923643435602, 962.0814456280132, 947.4932715776259]","[439.7688663124206, 411.9134287450289, 408.2109363401582, 414.635171696121, 425.7684145367688, 438.8517498708665]",401969,20181107_R04-Scene-05-P54-B04_seg_0_cid_1
722.6700185875396,6,6,42.5,14.952703211571256,5.614786071860758,871,539.565159527972,569.0,584,119.15678597585644,246905017,595.6237552371537,594.690655969797,183067,584.6109325681492,584.7276964047936,69700,486.691294845141,499.0622568093385,93795,79,0,50.971518793706295,53.93742351398601,42.21529501748252,7.6871069499126605,1.663243199144851,5.847829368823092,10.313676135883707,0.953902816045569,120.81492091588218,0.16155279206409126,0.8718655728610024,0.46233225956670243,238.2964990653626,102.91750603143007,-0.9868391471119572,0.13939397010833626,0.08196230124136983,566.5414274145201,73.73730237046243,0.007013779554652459,-0.4694888113226902,0.8829105633863298,744.1220521847002,0.9072386770648649,0.9473369672819014,45094,"[1, 4, 7, 10, 13, 16]","[0.0005227066848689361, 0.0003562196852836873, 0.000325712407818648, 0.0003132846235604745, 0.0003051255029632219, 0.0002959095165698287]","[313.16001111939516, 710.2077181362519, 948.5190673663856, 1107.4715501359224, 1217.2819154633912, 1308.5061208328507]","[0.7716032016504185, 0.4509060927175345, 0.27090037510466397, 0.16874037871066236, 0.11488886678277543, 0.0829856764197998]","[4.676869175175364, 5.421538997799791, 5.683742453350068, 5.8104223932418355, 5.8801885646077405, 5.934564502190647]","[0.00020089346082286256, 0.00011308384949696656, 9.111213631440798e-05, 8.184948473752517e-05, 7.73801363081456e-05, 7.403145557445476e-05]","[11.622969242727123, 12.203192421686545, 12.34930682741184, 12.40761277696994, 12.443097496781782, 12.478356040982218]","[-0.17446764474696336, -0.05834515211375472, -0.027533794219685385, -0.017727276890245832, -0.014535155745925978, -0.013664283923612967]","[0.9349657327797032, 0.7010592114253001, 0.5111310273167416, 0.4224532061806052, 0.39200070343901905, 0.3870464940469716]","[0.12609545257802612, 0.07805781198195103, 0.06591635502939933, 0.0603637436702646, 0.05772226363728828, 0.056023045107472594]","[7.336385629671213, 7.165269822595373, 7.057936105749486, 7.004205242876188, 6.988494788518645, 6.994071647341547]","[297.64961140725796, 301.19202758150027, 302.528063352957, 302.7892993959805, 302.468714114265, 301.84567684115507]","[2533.406089220827, 1918.734976762355, 1671.188903292575, 1560.5534460979106, 1526.7557477297726, 1531.2981086895375]","[711.6415250850562, 657.2356737246544, 654.9269926647377, 667.0062490584563, 686.0094157982908, 709.9510573805951]",457600,20181107_R04-Scene-05-P54-B04_seg_0_cid_2
