date;cell_type;structure;modality;pixel_size_xy;pixel_size_z;xy_upsample_seg;condition;minipipeline;raw_name;raw_path;seg_path
20181023;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181023_J01_010_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181023;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181023_J01_011_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181023;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181023_J01_012_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181026_J02_010_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181026_J02_011_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181026_J02_012_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;TSA-50nm;no;20181026_J02_013_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_TSA_1/shape/
20181023;hiPS;CBX1;880;0.05;0.22;2;DMSO;no;20181023_J02_011_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_DMSO_1/shape/
20181023;hiPS;CBX1;880;0.05;0.22;2;DMSO;no;20181023_J02_012_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_DMSO_1/shape/
20181023;hiPS;CBX1;880;0.05;0.22;2;DMSO;no;20181023_J02_013_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181023;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_DMSO_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;Control;no;20181026_J03_010_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_No_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;Control;no;20181026_J03_011_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_No_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;Control;no;20181026_J03_012_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_No_1/shape/
20181026;hiPS;CBX1;880;0.05;0.22;2;Control;no;20181026_J03_013_Out.czi;/allen/aics/assay-dev/MicroscopyData/Jamie/2018/20181026;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_CBX1_No_1/shape/
20181016;hiPS;H2B;880;0.05;0.22;2;TSA-50nm;no;20181016_C03_010_Out.czi;/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20181016;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_H2B_TSA_1/shape/
20181016;hiPS;H2B;880;0.05;0.22;2;TSA-50nm;no;20181016_C03_011_Out.czi;/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20181016;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_HIPSC_H2B_TSA_1/shape/
